objectID,name,address,area,city,country,image_url,mobile_reserve_url,payment_options,phone,postal_code,price,reserve_url,state,_geoloc,food_type,stars_count,reviews_count,neighborhood,phone_number,price_range,dining_style
25432,Michael's Steak Chalet,1440 Swiss Village,Lake of the Ozarks,Osage Beach,US,https://www.opentable.com/img/restimages/25432.jpg,http://mobile.opentable.com/opentable/?restId=25432,"[""AMEX"", ""Discover"", ""MasterCard"", ""Visa""]",5733483611x,65065,3,http://www.opentable.com/single.aspx?rid=25432,MO,"{""lat""=>38.10181, ""lng""=>-92.702953}",Steakhouse,4.3,282,Lake of the Ozarks,(573) 348-3611,$31 to $50,Casual Dining
48592,The Upstairs Bistro,800 South Main St.,New York / Tri-State Area,Canandaigua,US,https://www.opentable.com/img/restimages/48592.jpg,http://mobile.opentable.com/opentable/?restId=48592,"[""AMEX"", ""Discover"", ""MasterCard"", ""Visa""]",5853947070x111,14424,2,http://www.opentable.com/single.aspx?rid=48592,NY,"{""lat""=>42.876411, ""lng""=>-77.273217}",Contemporary American,4.4,593,Canandaigua,(585) 394-7070 e,$30 and under,Casual Dining
1066,Red Cat,227 Tenth Avenue,New York / Tri-State Area,New York,US,https://www.opentable.com/img/restimages/1066.jpg,http://mobile.opentable.com/opentable/?restId=1066,"[""AMEX"", ""Diners Club"", ""Discover"", ""MasterCard"", ""Visa""]",2122421122x,10011,3,http://www.opentable.com/single.aspx?rid=1066,NY,"{""lat""=>40.747992, ""lng""=>-74.00417}",American,4.4,2295,Chelsea,(212) 242-1122,$31 to $50,Casual Dining
13480,Itta Bena at B.B. King's,145 Beale Street,Memphis,Memphis,US,https://www.opentable.com/img/restimages/13480.jpg,http://mobile.opentable.com/opentable/?restId=13480,"[""AMEX"", ""Discover"", ""MasterCard"", ""Visa""]",9015783031,38103,3,http://www.opentable.com/single.aspx?rid=13480,TN,"{""lat""=>35.139895, ""lng""=>-90.053279}",Contemporary Southern,4.6,1033,Downtown,(901) 578-3031,$31 to $50,Casual Elegant
113548,Molos,1 Pershing Circle,New York / Tri-State Area,Weehawken,US,https://www.opentable.com/img/restimages/113548.jpg,http://mobile.opentable.com/opentable/?restId=113548,"[""AMEX"", ""Diners Club"", ""Discover"", ""MasterCard"", ""Visa""]",2012231200x,07086,3,http://www.opentable.com/single.aspx?rid=113548,NJ,"{""lat""=>40.772855, ""lng""=>-74.014948}",Seafood,4.3,170,Weehawken,(201) 223-1200,$31 to $50,Casual Elegant
103132,Anatolia Turkish Restaurant,48 WHITE BRIDGE ROAD,Nashville,Nashville,US,https://www.opentable.com/img/restimages/103132.jpg,http://mobile.opentable.com/opentable/?restId=103132,"[""AMEX"", ""Discover"", ""MasterCard"", ""Visa""]",6153561556,37205,2,http://www.opentable.com/single.aspx?rid=103132,TN,"{""lat""=>36.129318, ""lng""=>-86.854236}",Turkish,4.6,172,Nashville,(615) 356-1556,$30 and under,Fine Dining
59452,Buca di Beppo - Scottsdale,3828 North Scottsdale Road,Phoenix / Arizona,Scottsdale,US,https://www.opentable.com/img/restimages/59452.jpg,http://mobile.opentable.com/opentable/?restId=59452,"[""AMEX"", ""Discover"", ""MasterCard"", ""Visa""]",4809496622x,85251,2,http://www.opentable.com/single.aspx?rid=59452,AZ,"{""lat""=>33.492638, ""lng""=>-111.926313}",Italian,3.9,350,Scottsdale,(480) 949-6622,$30 and under,Casual Dining
847,El Agave,2304 San Diego Ave.,San Diego,San Diego,US,https://www.opentable.com/img/restimages/847.jpg,http://mobile.opentable.com/opentable/?restId=847,"[""AMEX"", ""MasterCard"", ""Visa""]",6192200692,92110,2,http://www.opentable.com/single.aspx?rid=847,CA,"{""lat""=>32.749627, ""lng""=>-117.19217}",Mexican,4.2,571,Old Town,(619) 220-8405,$30 and under,Casual Dining
15154,Maggiano's - Nashville,3106 West End Avenue,Nashville,Nashville,US,https://www.opentable.com/img/restimages/15154.jpg,http://mobile.opentable.com/opentable/?restId=15154,"[""AMEX"", ""Carte Blanche"", ""Diners Club"", ""Discover"", ""MasterCard"", ""Visa""]",6155140270,37203,2,http://www.opentable.com/single.aspx?rid=15154,TN,"{""lat""=>36.142555, ""lng""=>-86.815534}",Italian,4.6,4398,West End,(615) 514-0270,$30 and under,Casual Dining
15376,Hemingway's,One Grand Cypress Blvd.,Orlando / Central Florida East,Orlando,US,https://www.opentable.com/img/restimages/15376.jpg,http://mobile.opentable.com/opentable/?restId=15376,"[""AMEX"", ""Diners Club"", ""Discover"", ""MasterCard"", ""Visa""]",4072391234x,32836,3,http://www.opentable.com/single.aspx?rid=15376,FL,"{""lat""=>28.38071, ""lng""=>-81.509864}",Seafood,4.5,846,Lake Buena Vista,(407) 239-1234,$31 to $50,Casual Elegant
88021,Bria Bistro,8128 Hwy 100 South,Nashville,Nashville,US,https://www.opentable.com/img/restimages/88021.jpg,http://mobile.opentable.com/opentable/?restId=88021,"[""AMEX"", ""Discover"", ""MasterCard"", ""Visa""]",6156468274,37221,2,http://www.opentable.com/single.aspx?rid=88021,TN,"{""lat""=>36.044739, ""lng""=>-86.957209}",Italian,4.4,320,Belle Meade,(615) 646-8274,$30 and under,Fine Dining
47158,Hapa Sushi Grill & Sake Bar - Pearl St. Boulder,1117 Pearl Street,Denver / Colorado,Boulder,US,https://www.opentable.com/img/restimages/47158.jpg,http://mobile.opentable.com/opentable/?restId=47158,"[""AMEX"", ""Discover"", ""MasterCard"", ""Visa""]",3034734730,80302,2,http://www.opentable.com/single.aspx?rid=47158,CO,"{""lat""=>40.017823, ""lng""=>-105.280749}",Sushi,4.4,218,Boulder,(303) 473-4730,$30 and under,Casual Elegant
113746,Txikito,240 Ninth Ave,New York / Tri-State Area,New York,US,https://www.opentable.com/img/restimages/113746.jpg,http://mobile.opentable.com/opentable/?restId=113746,"[""AMEX"", ""MasterCard"", ""Visa""]",2122424730x,10001,3,http://www.opentable.com/single.aspx?rid=113746,NY,"{""lat""=>40.747536, ""lng""=>-74.000584}",Basque,4.2,206,Chelsea,(212) 242-4730,$31 to $50,Casual Dining
48970,Rare Bar and Grill,152 West 26th Street,New York / Tri-State Area,New York,US,https://www.opentable.com/img/restimages/48970.jpg,http://mobile.opentable.com/opentable/?restId=48970,"[""AMEX"", ""Diners Club"", ""Discover"", ""MasterCard"", ""Visa""]",2128077273x,10001,2,http://www.opentable.com/single.aspx?rid=48970,NY,"{""lat""=>40.745517, ""lng""=>-73.993724}",Burgers,3.9,375,Chelsea,(212) 807-7273,$30 and under,Casual Dining
18367,Ruvo West,63 Broadway,New York / Tri-State Area,Greenlawn,US,https://www.opentable.com/img/restimages/18367.jpg,http://mobile.opentable.com/opentable/?restId=18367,"[""AMEX"", ""Discover"", ""MasterCard"", ""Visa""]",6312617700,11740,3,http://www.opentable.com/single.aspx?rid=18367,NY,"{""lat""=>40.868652, ""lng""=>-73.365661}",Italian,4.4,437,Greenlawn,(631) 261-7700,$31 to $50,Casual Dining
129310,Paul Martin's American Grill - Scottsdale,6186 North Scottsdale Road,Phoenix / Arizona,Scottsdale,US,https://www.opentable.com/img/restimages/129310.jpg,http://mobile.opentable.com/opentable/?restId=129310,"[""AMEX"", ""Diners Club"", ""Discover"", ""MasterCard"", ""Visa""]",(480) 991-9342x,85253,2,http://www.opentable.com/single.aspx?rid=129310,AZ,"{""lat""=>33.527196, ""lng""=>-111.92591}",American,4.5,672,Scottsdale,(480) 991-9342,$30 and under,Casual Elegant
3158,Towne House Restaurant at Wine & Roses,2505 W Turner Road,Sacramento / Sacramento Valley,Lodi,US,https://www.opentable.com/img/restimages/3158.jpg,http://mobile.opentable.com/opentable/?restId=3158,"[""AMEX"", ""Discover"", ""MasterCard"", ""Visa""]",2093716160,95242,3,http://www.opentable.com/single.aspx?rid=3158,CA,"{""lat""=>38.145688, ""lng""=>-121.306862}",Californian,4.6,752,Lodi,(209) 371-6160,$31 to $50,Casual Elegant
91747,Salvatore's Ristorante Italiano,9090 Alta Drive,Las Vegas,Las Vegas,US,https://www.opentable.com/img/restimages/91747.jpg,http://mobile.opentable.com/opentable/?restId=91747,"[""AMEX"", ""Discover"", ""MasterCard"", ""Visa""]",7026367111,89145,2,http://www.opentable.com/single.aspx?rid=91747,NV,"{""lat""=>36.168228, ""lng""=>-115.294751}",Italian,4.4,116,Sun Coast Hotel & Casino,(702) 636-7111,$30 and under,Fine Dining
3121,Trevi,Forum Shops Caesars Palace,Las Vegas,Las Vegas,US,https://www.opentable.com/img/restimages/3121.jpg,http://mobile.opentable.com/opentable/?restId=3121,"[""AMEX"", ""Diners Club"", ""JCB"", ""MasterCard"", ""Visa""]",7027354663,89109,2,http://www.opentable.com/single.aspx?rid=3121,NV,"{""lat""=>36.117804, ""lng""=>-115.172913}",Italian,4.4,1110,Caesars Palace,(702) 735-4663,$30 and under,Casual Elegant
113482,Bar Louie - Uptown,1348 Lagoon Ave.,Minneapolis - St. Paul,Minneapolis,US,https://www.opentable.com/img/restimages/113482.jpg,http://mobile.opentable.com/opentable/?restId=113482,"[""AMEX"", ""Discover"", ""MasterCard"", ""Visa""]",6128241529x,55408,2,http://www.opentable.com/single.aspx?rid=113482,MN,"{""lat""=>44.949752, ""lng""=>-93.297121}",Contemporary American,3.6,46,Uptown,(612) 824-1529,$30 and under,Casual Dining
7253,KRES CHOPHOUSE,17 W. Church St.,Orlando / Central Florida East,Orlando,US,https://www.opentable.com/img/restimages/7253.jpg,http://mobile.opentable.com/opentable/?restId=7253,"[""AMEX"", ""Diners Club"", ""Discover"", ""JCB"", ""MasterCard"", ""Visa""]",4074477950x,32801,3,http://www.opentable.com/single.aspx?rid=7253,FL,"{""lat""=>28.540317, ""lng""=>-81.379267}",Steakhouse,4.7,751,Downtown Orlando,(407) 447-7950,$31 to $50,Casual Elegant
54226,Irregardless Cafe,901 West Morgan Street,Raleigh / Durham / Chapel Hill,Raleigh,US,https://www.opentable.com/img/restimages/54226.jpg,http://mobile.opentable.com/opentable/?restId=54226,"[""AMEX"", ""Discover"", ""MasterCard"", ""Visa""]",9198338898x0,27603,2,http://www.opentable.com/single.aspx?rid=54226,NC,"{""lat""=>35.781184, ""lng""=>-78.656032}",Contemporary American,4.5,2014,Raleigh,(919) 833-8898 e,$30 and under,Casual Elegant
112909,Six Three One,62375 Route 25,New York / Tri-State Area,Southhold,US,https://www.opentable.com/img/restimages/112909.jpg,http://mobile.opentable.com/opentable/?restId=112909,"[""AMEX"", ""Discover"", ""MasterCard"", ""Visa""]",6318761079,11971,2,http://www.opentable.com/single.aspx?rid=112909,NY,"{""lat""=>41.076789, ""lng""=>-72.404237}",Contemporary American,3.0,11,Southold,(631) 876-1079,$30 and under,Casual Elegant
44902,Chandler's a Restaurant,215 1/2 Howard Street,Northern Michigan / Upper Peninsula    ,Petoskey,US,https://www.opentable.com/img/restimages/44902.jpg,http://mobile.opentable.com/opentable/?restId=44902,"[""AMEX"", ""Discover"", ""MasterCard"", ""Visa""]",2313472981x,49770,3,http://www.opentable.com/single.aspx?rid=44902,MI,"{""lat""=>45.375777, ""lng""=>-84.955546}",Global,,,,,,
46093,Little India Restaurant - Belmar,425 S. Teller St,Denver / Colorado,Lakewood,US,https://www.opentable.com/img/restimages/46093.jpg,http://mobile.opentable.com/opentable/?restId=46093,"[""AMEX"", ""Discover"", ""MasterCard"", ""Visa""]",3039379777,80226,2,http://www.opentable.com/single.aspx?rid=46093,CO,"{""lat""=>39.708392, ""lng""=>-105.076841}",Indian,4.4,145,Lakewood,(303) 937-9777,$30 and under,Casual Dining
3411,Sutro's at the Cliff House,1090 Point Lobos Ave.,San Francisco Bay Area,San Francisco,US,https://www.opentable.com/img/restimages/3411.jpg,http://mobile.opentable.com/opentable/?restId=3411,"[""AMEX"", ""Diners Club"", ""Discover"", ""MasterCard"", ""Visa""]",4153863330,94121,4,http://www.opentable.com/single.aspx?rid=3411,CA,"{""lat""=>37.776699, ""lng""=>-122.511895}",American,4.3,4729,Richmond District,(415) 386-3330,$50 and over,Casual Elegant
110077,La Brasa Peruvian Kitchen,1310 NW 25th Street,Oklahoma City,Oklahoma City,US,https://www.opentable.com/img/restimages/110077.jpg,http://mobile.opentable.com/opentable/?restId=110077,"[""AMEX"", ""Discover"", ""MasterCard"", ""Visa""]",4055242251x,73106,2,http://www.opentable.com/single.aspx?rid=110077,OK,"{""lat""=>35.49501, ""lng""=>-97.534093}",South American,4.5,261,Oklahoma City,(405) 524-2251,$30 and under,Casual Elegant
68515,Cafe Miro,3446 Waialae Ave.,Hawaii,Honolulu,US,https://www.opentable.com/img/restimages/68515.jpg,http://mobile.opentable.com/opentable/?restId=68515,"[""AMEX"", ""Diners Club"", ""Discover"", ""JCB"", ""MasterCard"", ""Visa""]",8087342737,96816,3,http://www.opentable.com/single.aspx?rid=68515,HI,"{""lat""=>21.284644, ""lng""=>-157.802497}",French,4.6,337,Honolulu,(808) 734-2737,$31 to $50,Casual Dining
63718,Ranch House Restaurant at Devil's Thumb Ranch,3530 County Road 83,Denver / Colorado,Tabernash,US,https://www.opentable.com/img/restimages/63718.jpg,http://mobile.opentable.com/opentable/?restId=63718,"[""AMEX"", ""MasterCard"", ""Visa""]",9707267002,80478,3,http://www.opentable.com/single.aspx?rid=63718,CO,"{""lat""=>39.96723, ""lng""=>-105.7837}",American,4.4,233,Tabernash / Granby,(970) 726-7002,$31 to $50,Casual Dining
33229,Larks - Home Kitchen Cuisine at The Ashland Springs Hotel,212 E. Main Street,Portland / Oregon,Ashland,US,https://www.opentable.com/img/restimages/33229.jpg,http://mobile.opentable.com/opentable/?restId=33229,"[""AMEX"", ""Discover"", ""MasterCard"", ""Visa""]",5414885558x,97520,2,http://www.opentable.com/single.aspx?rid=33229,OR,"{""lat""=>42.195972, ""lng""=>-122.712499}",Northwest,4.6,587,Ashland,(541) 488-5558,$30 and under,Casual Elegant
96067,Dinner on Ludlow,95 Delancey Street,New York / Tri-State Area,New York,US,https://www.opentable.com/img/restimages/96067.jpg,http://mobile.opentable.com/opentable/?restId=96067,"[""AMEX"", ""Discover"", ""MasterCard"", ""Visa""]",2122280909x,10002,2,http://www.opentable.com/single.aspx?rid=96067,NY,"{""lat""=>40.718581, ""lng""=>-73.989359}",American,4.3,87,East Village,(212) 228-0909,$30 and under,Casual Dining
38770,Don't Tell Mama NYC,343 West 46th Street,New York / Tri-State Area,New York,US,https://www.opentable.com/img/restimages/38770.jpg,http://mobile.opentable.com/opentable/?restId=38770,"[""AMEX"", ""Discover"", ""MasterCard"", ""Visa""]",2127570788x,10036,2,http://www.opentable.com/single.aspx?rid=38770,NY,"{""lat""=>40.760671, ""lng""=>-73.989437}",Contemporary American,4.1,973,Theater District / Times Square,(212) 757-0788,$30 and under,Casual Elegant
30361,Baci Restaurant ,1955 West Morena Blvd,San Diego,San Diego,US,https://www.opentable.com/img/restimages/30361.jpg,http://mobile.opentable.com/opentable/?restId=30361,"[""AMEX"", ""Diners Club"", ""Discover"", ""MasterCard"", ""Visa""]",619-275-2094,92110,3,http://www.opentable.com/single.aspx?rid=30361,CA,"{""lat""=>32.781475, ""lng""=>-117.207172}",Italian,4.6,538,Old Town,(619) 275-2094,$31 to $50,Fine Dining
1037,Tidal,1404 West Vacation Road,San Diego,San Diego,US,https://www.opentable.com/img/restimages/1037.jpg,http://mobile.opentable.com/opentable/?restId=1037,"[""AMEX"", ""Discover"", ""MasterCard"", ""Visa""]",8584906363x,92109,2,http://www.opentable.com/single.aspx?rid=1037,CA,"{""lat""=>32.776595, ""lng""=>-117.236974}",Seafood,4.3,217,Mission Bay,(858) 490-6363,$30 and under,Casual Dining
15991,1796 Room at Bedford Springs,2138 Business Rt 220,Pittsburgh,Bedford,US,https://www.opentable.com/img/restimages/15991.jpg,http://mobile.opentable.com/opentable/?restId=15991,"[""AMEX"", ""Diners Club"", ""Discover"", ""MasterCard"", ""Visa""]",8146245610x,15522,4,http://www.opentable.com/single.aspx?rid=15991,PA,"{""lat""=>40.066899, ""lng""=>-78.514074}",Steakhouse,4.4,525,Bedford,(814) 624-5610,$31 to $50,Casual Elegant
66787,Tropical Sensation,953 Amsterdam Avenue,New York / Tri-State Area,New York,US,https://www.opentable.com/img/restimages/66787.jpg,http://mobile.opentable.com/opentable/?restId=66787,"[""AMEX"", ""Discover"", ""MasterCard"", ""Visa""]",2122220098,10025,2,http://www.opentable.com/single.aspx?rid=66787,NY,"{""lat""=>40.798821, ""lng""=>-73.966885}",Latin American,3.7,9,Upper West Side,(212) 222-0098,$30 and under,Casual Dining
149350,Inlet Grill,110 S Ocean Dr,Orlando / Central Florida East,Fort Pierce,US,https://www.opentable.com/img/restimages/149350.jpg,http://mobile.opentable.com/opentable/?restId=149350,"[""AMEX"", ""Diners Club"", ""Discover"", ""MasterCard"", ""Visa""]",7728823602x2,34949,2,http://www.opentable.com/single.aspx?rid=149350,FL,"{""lat""=>27.469302, ""lng""=>-80.291945}",Seafood,3.9,9,Fort Pierce,(772) 882-3602 e,$30 and under,Casual Dining
69334,Insignia Prime Steak & Sushi,610 Smithtown Bypass,New York / Tri-State Area,Smithtown,US,https://www.opentable.com/img/restimages/69334.jpg,http://mobile.opentable.com/opentable/?restId=69334,"[""AMEX"", ""Diners Club"", ""Discover"", ""MasterCard"", ""Visa""]",6316568100,11787,3,http://www.opentable.com/single.aspx?rid=69334,NY,"{""lat""=>40.845913, ""lng""=>-73.173048}",Steakhouse,4.4,1619,Smithtown,(631) 656-8100,$50 and over,Fine Dining
35881,JRDN Restaurant,723 Felspar Street,San Diego,San Diego,US,https://www.opentable.com/img/restimages/35881.jpg,http://mobile.opentable.com/opentable/?restId=35881,"[""AMEX"", ""Discover"", ""MasterCard"", ""Visa""]",8582705736x,92109,3,http://www.opentable.com/single.aspx?rid=35881,CA,"{""lat""=>32.79688, ""lng""=>-117.256607}",Californian,4.3,903,Pacific Beach,(858) 270-5736,$31 to $50,Casual Elegant
1180,The French Laundry,6640 Washington Street,San Francisco Bay Area,Yountville,US,https://www.opentable.com/img/restimages/1180.jpg,http://mobile.opentable.com/opentable/?restId=1180,"[""AMEX"", ""MasterCard"", ""Visa""]",7079442380x,94599,4,http://www.opentable.com/single.aspx?rid=1180,CA,"{""lat""=>38.404448, ""lng""=>-122.364802}",American,4.6,646,Yountville,(707) 944-2380,$50 and over,Fine Dining
2351,The Pearl Room,8201 3rd Ave,New York / Tri-State Area,Brooklyn,US,https://www.opentable.com/img/restimages/2351.jpg,http://mobile.opentable.com/opentable/?restId=2351,"[""AMEX"", ""Discover"", ""MasterCard"", ""Visa""]",7188336666,11209,3,http://www.opentable.com/single.aspx?rid=2351,NY,"{""lat""=>40.6263, ""lng""=>-74.0299}",Seafood,3.9,207,Bay Ridge,(718) 833-6666,$31 to $50,Fine Dining
24985,Rod's Steak and Seafood Grille,1 Convent Road,New York / Tri-State Area,Convent Station,US,https://www.opentable.com/img/restimages/24985.jpg,http://mobile.opentable.com/opentable/?restId=24985,"[""AMEX"", ""Carte Blanche"", ""Diners Club"", ""Discover"", ""MasterCard"", ""Visa""]",9735396666,07961,3,http://www.opentable.com/single.aspx?rid=24985,NJ,"{""lat""=>40.778975, ""lng""=>-74.442545}",Steak,4.2,1091,Morristown,(973) 539-6666,$31 to $50,Casual Dining
104188,Jordan's Steak Bistro,10140 Forest Hill Blvd,Miami / Southeast Florida,Wellington,US,https://www.opentable.com/img/restimages/104188.jpg,http://mobile.opentable.com/opentable/?restId=104188,"[""AMEX"", ""Carte Blanche"", ""Diners Club"", ""Discover"", ""JCB"", ""MasterCard"", ""Visa""]",5617939394x,33414,3,http://www.opentable.com/single.aspx?rid=104188,FL,"{""lat""=>26.650678, ""lng""=>-80.205768}",Steakhouse,4.1,304,Wellington,(561) 793-9394,$31 to $50,Casual Elegant
95752,Villa Mosconi,69 MacDougal St,New York / Tri-State Area,New York,US,https://www.opentable.com/img/restimages/95752.jpg,http://mobile.opentable.com/opentable/?restId=95752,"[""AMEX"", ""Diners Club"", ""Discover"", ""MasterCard"", ""Visa""]",2126730390,10012,3,http://www.opentable.com/single.aspx?rid=95752,NY,"{""lat""=>40.728519, ""lng""=>-74.001873}",Italian,4.4,287,Greenwich Village,(212) 673-0390,$31 to $50,Fine Dining
2195,Chaya Venice,110 Navy Street,Los Angeles / Orange County,Venice,US,https://www.opentable.com/img/restimages/2195.jpg,http://mobile.opentable.com/opentable/?restId=2195,"[""AMEX"", ""Diners Club"", ""Discover"", ""JCB"", ""MasterCard"", ""Visa""]",3103961179,90291,3,http://www.opentable.com/single.aspx?rid=2195,CA,"{""lat""=>33.997031, ""lng""=>-118.47932}",Japanese,4.5,992,Venice,(310) 396-1179,$31 to $50,Casual Elegant
22633,Gitane,6 Claude Lane,San Francisco Bay Area,San Francisco,US,https://www.opentable.com/img/restimages/22633.jpg,http://mobile.opentable.com/opentable/?restId=22633,"[""AMEX"", ""Carte Blanche"", ""Diners Club"", ""Discover"", ""JCB"", ""MasterCard"", ""Visa""]",4157886686x,94108,2,http://www.opentable.com/single.aspx?rid=22633,CA,"{""lat""=>37.789836, ""lng""=>-122.404221}",Spanish,4.1,1407,Financial District / Embarcadero,(415) 788-6686,$30 and under,Casual Elegant
151066,The Populist,3163 Larimer St.,Denver / Colorado,Denver,US,https://www.opentable.com/img/restimages/151066.jpg,http://mobile.opentable.com/opentable/?restId=151066,"[""AMEX"", ""MasterCard"", ""Visa""]",7204323163,80202,3,http://www.opentable.com/single.aspx?rid=151066,CO,"{""lat""=>39.764238, ""lng""=>-104.978479}",Contemporary American,4.4,67,River North (Denver),(720) 432-3163,$31 to $50,Fine Dining
32395,Gordon Biersch Brewery Restaurant - San Diego,5010 Mission Center Road,San Diego,San Diego,US,https://www.opentable.com/img/restimages/32395.jpg,http://mobile.opentable.com/opentable/?restId=32395,"[""AMEX"", ""Discover"", ""MasterCard"", ""Visa""]",(619) 688-1120,92108,2,http://www.opentable.com/single.aspx?rid=32395,CA,"{""lat""=>32.767057, ""lng""=>-117.154139}",American,4.2,132,Mission Valley,(619) 688-1120,$30 and under,Casual Dining
57154,Bibi'z Restaurant & Lounge,284 Center Avenue,New York / Tri-State Area,Westwood,US,https://www.opentable.com/img/restimages/57154.jpg,http://mobile.opentable.com/opentable/?restId=57154,"[""AMEX"", ""Diners Club"", ""Discover"", ""MasterCard"", ""Visa""]",2017228600x,07675,3,http://www.opentable.com/single.aspx?rid=57154,NJ,"{""lat""=>40.992133, ""lng""=>-74.031932}",Global,,,,,,
149269,Made.LV,450 S Rampart Blvd Ste 120,Las Vegas,Las Vegas,US,https://www.opentable.com/img/restimages/149269.jpg,http://mobile.opentable.com/opentable/?restId=149269,"[""AMEX"", ""Discover"", ""MasterCard"", ""Visa""]",7027222000,89145,2,http://www.opentable.com/single.aspx?rid=149269,NV,"{""lat""=>36.167092, ""lng""=>-115.286925}",American,4.2,72,Tivoli Village,(702) 722-2000,$30 and under,Casual Dining
37894,Penthouse 808 at the Ravel Hotel,8-08 Queens Plaza South,New York / Tri-State Area,Long Island City,US,https://www.opentable.com/img/restimages/37894.jpg,http://mobile.opentable.com/opentable/?restId=37894,"[""AMEX"", ""Discover"", ""MasterCard"", ""Visa""]",7182896118,11101,3,http://www.opentable.com/single.aspx?rid=37894,NY,"{""lat""=>40.750725, ""lng""=>-73.941077}",Pan-Asian,4.1,531,Long Island City,(718) 289-6118,$31 to $50,Casual Dining
36058,Sarabeth's West,423 Amsterdam Avenue,New York / Tri-State Area,New York,US,https://www.opentable.com/img/restimages/36058.jpg,http://mobile.opentable.com/opentable/?restId=36058,"[""AMEX"", ""Diners Club"", ""Discover"", ""MasterCard"", ""Visa""]",2124966280x,10024,2,http://www.opentable.com/single.aspx?rid=36058,NY,"{""lat""=>40.783869, ""lng""=>-73.977432}",American,4.2,882,Upper West Side,(212) 496-6280,$30 and under,Casual Dining
96223,Asya,46 Henry Street,New York / Tri-State Area,Brooklyn,US,https://www.opentable.com/img/restimages/96223.jpg,http://mobile.opentable.com/opentable/?restId=96223,"[""AMEX"", ""MasterCard"", ""Visa""]",7188586700,11201,2,http://www.opentable.com/single.aspx?rid=96223,NY,"{""lat""=>40.699669, ""lng""=>-73.992072}",Indian,4.6,31,Brooklyn Heights,(718) 858-6700,$30 and under,Casual Dining
139657,Union Kitchen & Tap - Gaslamp,333 Fifth Ave,San Diego,San Diego,US,https://www.opentable.com/img/restimages/139657.jpg,http://mobile.opentable.com/opentable/?restId=139657,"[""AMEX"", ""Discover"", ""MasterCard"", ""Visa""]",6197959463,92101,2,http://www.opentable.com/single.aspx?rid=139657,CA,"{""lat""=>32.70877, ""lng""=>-117.159991}",American,4.3,77,Downtown / Gaslamp,(619) 795-9463,$30 and under,Casual Dining
144592,Low Country Kitchen,435 Lincoln Avenue,Denver / Colorado,Steamboat Springs,US,https://www.opentable.com/img/restimages/144592.jpg,http://mobile.opentable.com/opentable/?restId=144592,"[""AMEX"", ""Discover"", ""MasterCard"", ""Visa""]",9707612693,80487,2,http://www.opentable.com/single.aspx?rid=144592,CO,"{""lat""=>40.483867, ""lng""=>-106.83124}",Southern,4.5,190,Steamboat Springs,(970) 761-2693,$30 and under,Casual Dining
79600,5 Napkin Burger - Union Square,150 East 14th Street,New York / Tri-State Area,New York,US,https://www.opentable.com/img/restimages/79600.jpg,http://mobile.opentable.com/opentable/?restId=79600,"[""AMEX"", ""Discover"", ""MasterCard"", ""Visa""]",2122285500x,10003,2,http://www.opentable.com/single.aspx?rid=79600,NY,"{""lat""=>40.73333, ""lng""=>-73.987645}",Burgers,4.1,346,Union Square,(212) 228-5500,$30 and under,Casual Elegant
78580,Palmyra at The Peaks,136 Country Club Drive,Denver / Colorado,Mountain Village,US,https://www.opentable.com/img/restimages/78580.jpg,http://mobile.opentable.com/opentable/?restId=78580,"[""AMEX"", ""Discover"", ""MasterCard"", ""Visa""]",9707286800x,81435,3,http://www.opentable.com/single.aspx?rid=78580,CO,"{""lat""=>37.938962, ""lng""=>-107.847982}",Contemporary American,3.9,56,Telluride,(970) 728-2525,$31 to $50,Casual Dining
28393,Osteria Fasulo,2657 Portage Bay East #8,Sacramento / Sacramento Valley,Davis,US,https://www.opentable.com/img/restimages/28393.jpg,http://mobile.opentable.com/opentable/?restId=28393,"[""AMEX"", ""MasterCard"", ""Visa""]",5307581324,95616,3,http://www.opentable.com/single.aspx?rid=28393,CA,"{""lat""=>38.54813, ""lng""=>-121.782513}",Italian,4.4,419,Davis,(530) 758-1324,$31 to $50,Fine Dining
69301,Copper Canyon,51 First Avenue,New York / Tri-State Area,Atlantic Highlands,US,https://www.opentable.com/img/restimages/69301.jpg,http://mobile.opentable.com/opentable/?restId=69301,"[""AMEX"", ""Diners Club"", ""MasterCard"", ""Visa""]",7322918444x1,07716,3,http://www.opentable.com/single.aspx?rid=69301,NJ,"{""lat""=>40.414699, ""lng""=>-74.037475}",Southwest,4.3,200,Atlantic Highlands,(732) 291-8444 e,$31 to $50,Casual Dining
45430,Nero's Grille,618 S. Livingston Ave,New York / Tri-State Area,Livingston,US,https://www.opentable.com/img/restimages/45430.jpg,http://mobile.opentable.com/opentable/?restId=45430,"[""AMEX"", ""Carte Blanche"", ""Diners Club"", ""MasterCard"", ""Visa""]",9739941410,07039,2,http://www.opentable.com/single.aspx?rid=45430,NJ,"{""lat""=>40.7731, ""lng""=>-74.327366}",Steakhouse,4.6,191,Livingston,(973) 994-1410,$30 and under,Casual Elegant
